date,bet_id,league,market,sub_market,edge_pct,odds,stake,profit,outcome
2026-07-27 05:32,bb_vs_pin_1x2_瑞模贝雷_维多利亚_上半场客胜,巴西甲级联赛,上半场客胜,ht,0.11,4.65,343,-343,lost
2026-07-27 05:33,bb_vs_pin_1x2_利斯特雷_博卡青年_上半场主胜,阿根廷甲级联赛,上半场主胜,ht,0.07,6.4,82,442.8,won
2026-07-27 05:33,bb_vs_pin_1x2_利斯特雷_博卡青年_主胜,阿根廷甲级联赛,主胜,1x2,0.03,4.85,195,750.75,won
2026-07-27 05:33,bb_vs_pin_1x2_帕丘卡_克雷塔罗_和局,墨西哥超级联赛,和局,1x2,0.06,4.37,430,-430,lost
2026-07-27 05:37,bb_vs_pin_1x2_圣贝尔纳多_塞阿拉_主/和局,巴西乙级联赛,主/和局,htft,0.1,13.3,37,-37,lost
2026-07-27 05:37,bb_vs_pin_1x2_米内罗美洲_戈伊亚斯_主/和局,巴西乙级联赛,主/和局,htft,0.08,14.5,25,-25,lost
2026-07-27 05:37,bb_vs_pin_1x2_圣贝尔纳多_塞阿拉_半/全场-主/和局,巴西乙级联赛,半/全场-主/和局,htft,0.1,13.3,40,-40,lost
2026-07-27 05:37,bb_vs_pin_1x2_米内罗美洲_戈伊亚斯_半/全场-主/和局,巴西乙级联赛,半/全场-主/和局,htft,0.08,14.5,28,-28,lost
2026-07-28 00:35,bb_vs_pin_1x2_雷加塔斯巴西_维拉诺瓦_上半场客胜,巴西乙级联赛,上半场客胜,ht,0.06,5.2,25,-25,lost
2026-07-28 00:35,bb_vs_pin_1x2_累西腓体育_库亚巴_上半场客胜,巴西乙级联赛,上半场客胜,ht,0.11,6.15,30,-30,lost
2026-07-28 02:27,bb_vs_pin_1x2_累西腓体育_库亚巴_上半场客胜,巴西乙级联赛,上半场客胜,ht,0.11,6.15,30,-30,lost
2026-07-28 23:13,bb_vs_pin_1x2_辛辛那提红人_克利夫兰守护者_主胜,MLB 美国职业棒球大联盟,主胜,1x2,0.03,2.09,128,-128,lost
2026-07-28 23:13,bb_vs_pin_1x2_辛辛那提红人_克利夫兰守护者_主胜,MLB 美国职业棒球大联盟,主胜,1x2,0.03,2.09,128,-128,lost
2026-07-28 23:13,bb_vs_pin_1x2_辛辛那提红人_克利夫兰守护者_主胜,MLB 美国职业棒球大联盟,主胜,1x2,0.03,2.09,128,-128,lost
2026-07-28 23:13,bb_vs_pin_1x2_辛辛那提红人_克利夫兰守护者_主胜,MLB 美国职业棒球大联盟,主胜,1x2,0.03,2.09,128,-128,lost
2026-07-28 23:13,bb_vs_pin_1x2_鲁毕奥_艾美利亚诺体育_上半场主胜,巴拉圭甲级联赛,上半场主胜,ht,0.05,4.86,41,-41,lost
2026-07-28 23:13,bb_vs_pin_1x2_鲁毕奥_艾美利亚诺体育_上半场主胜,巴拉圭甲级联赛,上半场主胜,ht,0.05,4.86,41,-41,lost
2026-07-28 23:13,bb_vs_pin_1x2_鲁毕奥_艾美利亚诺体育_上半场主胜,巴拉圭甲级联赛,上半场主胜,ht,0.05,4.86,41,-41,lost
2026-07-28 23:13,bb_vs_pin_1x2_鲁毕奥_艾美利亚诺体育_上半场主胜,巴拉圭甲级联赛,上半场主胜,ht,0.05,4.86,41,-41,lost
2026-07-30 00:53,bb_vs_pin_1x2_巴西国际_弗拉门戈_上半场主胜,巴西甲级联赛,上半场主胜,ht,0.09,4.8,39,-39,lost
2026-07-30 00:53,bb_vs_pin_1x2_巴西国际_弗拉门戈_上半场主胜,巴西甲级联赛,上半场主胜,ht,0.09,4.8,39,-39,lost
2026-07-30 00:53,bb_vs_pin_1x2_巴西国际_弗拉门戈_上半场主胜,巴西甲级联赛,上半场主胜,ht,0.09,4.8,39,-39,lost
2026-07-30 00:53,bb_vs_pin_1x2_巴西国际_弗拉门戈_上半场主胜,巴西甲级联赛,上半场主胜,ht,0.09,4.8,39,-39,lost
2026-07-30 00:53,bb_vs_pin_1x2_米拉索尔_瑞模贝雷_双重机会-和局/客,巴西甲级联赛,双重机会-和局/客,dc,0.04,2.19,68,-68,lost
2026-07-30 00:53,bb_vs_pin_1x2_米拉索尔_瑞模贝雷_双重机会-和局/客,巴西甲级联赛,双重机会-和局/客,dc,0.04,2.19,68,-68,lost
2026-07-30 00:53,bb_vs_pin_1x2_米拉索尔_瑞模贝雷_双重机会-和局/客,巴西甲级联赛,双重机会-和局/客,dc,0.04,2.19,68,-68,lost
2026-07-30 00:53,bb_vs_pin_1x2_米拉索尔_瑞模贝雷_双重机会-和局/客,巴西甲级联赛,双重机会-和局/客,dc,0.04,2.19,68,-68,lost
2026-07-30 02:57,bb_vs_pin_1x2_维多利亚_帕尔梅拉斯_和局,巴西甲级联赛,和局,1x2,0.05,3.45,86,-86,lost
2026-07-30 02:57,bb_vs_pin_1x2_维多利亚_帕尔梅拉斯_双重机会-主/和局,巴西甲级联赛,双重机会-主/和局,dc,0.04,1.77,80,-80,lost
2026-07-30 02:57,bb_vs_pin_1x2_维多利亚_帕尔梅拉斯_上半场主胜,巴西甲级联赛,上半场主胜,ht,0.07,5.15,72,-72,lost
2026-07-30 02:57,bb_vs_pin_over_under_维多利亚_帕尔梅拉斯_大球(275),巴西甲级联赛,大球(2.75),ou,0.06,2.61,201,323.61,won
2026-07-30 04:49,bb_vs_pin_1x2_西恩夏诺_拉鲁斯_上半场主胜,南美俱乐部杯,上半场主胜,ht,0.05,3.04,106,216.24,won
2026-07-30 04:49,bb_vs_pin_handicap_红牛布拉干蒂诺_水晶竞技_上半场让球主胜(-05),南美俱乐部杯,上半场让球主胜(-0.5),ht,0.05,1.83,224,185.92,won
2026-08-01 06:04,bb_vs_pin_1x2_华雷斯_美洲狮_和局,墨西哥超级联赛,和局,1x2,0.0553,3.86,1,-1,lost
2026-08-01 06:04,bb_vs_pin_over_under_波特兰大火_(女)_印第安纳狂热_(女)_小分(1865),WNBA 美国职业女子篮球联赛,小分(186.5),ou,0.045,2.26,39,-39,lost
2026-08-01 12:35,bb_vs_pin_1x2_全北现代_首尔FC_和局,韩国K1联赛,和局,1x2,0.0633,3.46,53,130.38,won
2026-08-02 00:32,bb_vs_pin_over_under_阿劳_乌契_小球(35),瑞士挑战联赛,小球(3.5),ou,0.0505,1.81,241,195.21,won
2026-08-02 00:32,bb_vs_pin_1x2_阿劳_乌契_主胜,瑞士挑战联赛,主胜,1x2,0.0976,2.2,190,-190,lost
2026-08-02 00:32,bb_vs_pin_1x2_多伦多蓝鸟_圣路易斯红雀_主胜,MLB 美国职业棒球大联盟,主胜,1x2,0.046,1.82,105,86.1,won
2026-08-02 00:32,bb_vs_pin_1x2_奥克兰运动家队_底特律老虎_客胜,MLB 美国职业棒球大联盟,客胜,1x2,0.0929,1.86,170,146.2,won
2026-08-03 00:35,bb_vs_pin_1x2_莫尔德_萨普斯堡_08_和局,挪威超级联赛,和局,1x2,0.0501,4.48,49,170.52,won
2026-08-03 00:35,bb_vs_pin_1x2_KFUM奥斯陆_克里斯蒂安松_和局,挪威超级联赛,和局,1x2,0.0384,4.0,22,-22,lost
2026-08-03 00:35,bb_vs_pin_1x2_布洛马波卡纳_马尔默_上半场主胜,瑞典超级联赛,上半场主胜,ht,0.0244,3.94,4,-4,lost
2026-08-03 00:35,bb_vs_pin_1x2_AIK索尔纳_奥尔格里特_客胜,瑞典超级联赛,客胜,1x2,0.0402,6.6,72,403.2,won
2026-08-03 00:35,bb_vs_pin_1x2_奥卢_埃尔维斯_上半场客胜,芬兰超级联赛,上半场客胜,ht,0.0238,3.75,2,-2,lost
2026-08-03 00:35,bb_vs_pin_handicap_VPS瓦萨_图尔库国际_让球主胜(0),芬兰超级联赛,让球主胜(0),hc,0.0379,2.13,362,-362,lost
2026-08-03 00:35,bb_vs_pin_handicap_VPS瓦萨_图尔库国际_上半场让球主胜(0),芬兰超级联赛,上半场让球主胜(0),ht,0.0203,2.05,66,-66,lost
