,game_id,game_date,away_team,home_team,pregame_odds,total_over_points,total_over_stake_percentage,total_over_wager_percentage,total_over_odds,total_over_decimal_odds,total_over_won,total_under_points,total_under_stake_percentage,total_under_wager_percentage,total_under_odds,total_under_decimal_odds,total_under_won,money_away_odds,money_away_decimal_odds,money_away_stake_percentage,money_away_wager_percentage,money_away_won,money_home_odds,money_home_decimal_odds,money_home_stake_percentage,money_home_wager_percentage,money_home_won,spread_away_points,spread_away_odds,spread_away_decimal_odds,spread_away_stake_percentage,spread_away_wager_percentage,spread_away_won,spread_home_points,spread_home_odds,spread_home_decimal_odds,spread_home_stake_percentage,spread_home_wager_percentage,spread_home_won
0,nfl.g.20210909027,2021-09-09-07:00,Dallas,Tampa Bay,"-9, O/U 52.5",52.5,45.48,54.45,-110.0,1.910,True,52.5,54.52,45.55,-110.0,1.910,False,350.0,4.500,12.7,10.51,False,-450.0,1.220,87.3,89.49,True,9,-110.0,1.910,24.31,25.98,True,-9,-110.0,1.910,75.69,74.02,False
0,nfl.g.20210912001,2021-09-12-07:00,Philadelphia,Atlanta,"-3.5, O/U 48.5",48.5,94.77,91.39,-110.0,1.910,False,48.5,5.23,8.61,-110.0,1.910,True,145.0,2.450,35.43,16.13,True,-175.0,1.570,64.56,83.87,False,3.5,-110.0,1.910,45.16,41.19,True,-3.5,-110.0,1.910,54.84,58.81,False
0,nfl.g.20210912002,2021-09-12-07:00,Pittsburgh,Buffalo,"-6.5, O/U 48",48,87.16,90.98,-110.0,1.910,False,48,12.84,9.02,-110.0,1.910,True,225.0,3.250,28.3,12.53,True,-275.0,1.360,71.69,87.47,False,6.5,-110.0,1.910,30.38,43.7,True,-6.5,-110.0,1.910,69.62,56.3,False
0,nfl.g.20210912004,2021-09-12-07:00,Minnesota,Cincinnati,"-3, O/U 47",47,,,-110.0,1.910,True,47,,,-110.0,1.910,False,-150.0,1.670,74.52,80.41,False,125.0,2.250,25.48,19.59,True,-3,-105.0,1.950,79.35,66.23,False,3,-115.0,1.870,20.65,33.77,True
0,nfl.g.20210912008,2021-09-12-07:00,San Francisco,Detroit,"-7.5, O/U 45.5",45.5,83.16,92.43,-110.0,1.910,True,45.5,16.84,7.57,-110.0,1.910,False,-350.0,1.280,77.74,90.98,True,280.0,3.800,22.26,9.02,False,-7.5,-105.0,1.950,87.48,82.41,True,7.5,-115.0,1.870,12.52,17.59,False
0,nfl.g.20210912010,2021-09-12-07:00,Arizona,Tennessee,"-3, O/U 54",54,,,-110.0,1.910,False,54,,,-110.0,1.910,True,120.0,2.200,25.95,16.19,True,-145.0,1.700,74.06,83.81,False,3,-115.0,1.870,39.65,29.04,True,-3,-105.0,1.950,60.35,70.96,False
0,nfl.g.20210912011,2021-09-12-07:00,Seattle,Indianapolis,"-3, O/U 49.5",49.5,73.45,91.38,-110.0,1.910,False,49.5,26.55,8.62,-110.0,1.910,True,-150.0,1.670,72.31,70.22,True,125.0,2.250,27.68,29.78,False,-3,-110.0,1.910,73.13,67.76,True,3,-110.0,1.910,26.87,32.24,False
0,nfl.g.20210912012,2021-09-12-07:00,Cleveland,Kansas City,"-5.5, O/U 54.5",54.5,81.57,92.06,-110.0,1.910,True,54.5,18.43,7.94,-110.0,1.910,False,190.0,2.900,17.46,8.37,False,-250.0,1.420,82.53,91.63,True,5.5,-110.0,1.910,47.14,38.36,True,-5.5,-110.0,1.910,52.86,61.64,False
0,nfl.g.20210912014,2021-09-12-07:00,Chicago,LA Rams,"-9, O/U 46.5",46.5,44.19,62.71,-110.0,1.910,True,46.5,55.81,37.29,-110.0,1.910,False,320.0,4.200,10.8,9.0,False,-400.0,1.250,89.2,91.0,True,9,-110.0,1.910,,,False,-9,-110.0,1.910,,,True
0,nfl.g.20210912017,2021-09-12-07:00,Miami,New England,"-3.5, O/U 43.5",43.5,,,-110.0,1.910,False,43.5,,,-110.0,1.910,True,155.0,2.550,42.41,16.9,True,-190.0,1.530,57.59,83.1,False,3.5,-110.0,1.910,59.68,51.49,True,-3.5,-110.0,1.910,40.32,48.51,False
0,nfl.g.20210912018,2021-09-12-07:00,Green Bay,New Orleans,"-3, O/U 49",50,64.75,56.2,-110.0,1.910,False,50,35.25,43.8,-110.0,1.910,True,-160.0,1.620,63.82,60.1,False,135.0,2.350,36.18,39.9,True,-3,-110.0,1.910,91.8,76.64,False,3,-110.0,1.910,8.2,23.36,True
0,nfl.g.20210912019,2021-09-12-07:00,Denver,NY Giants,"-2, O/U 41",41,60.4,78.34,-110.0,1.910,False,41,39.6,21.66,-110.0,1.910,True,-160.0,1.630,57.82,72.36,True,135.0,2.350,42.17,27.64,False,-2,-120.0,1.830,,,True,2,100.0,2.000,,,False
0,nfl.g.20210912028,2021-09-12-07:00,LA Chargers,Washington,"-2, O/U 45.5",45.5,,,-110.0,1.910,False,45.5,,,-110.0,1.910,True,110.0,2.100,74.17,58.28,True,-130.0,1.780,25.83,41.72,False,2,-110.0,1.910,,,True,-2,-110.0,1.910,,,False
0,nfl.g.20210912029,2021-09-12-07:00,NY Jets,Carolina,"-3.5, O/U 44.5",44.5,92.56,91.62,-110.0,1.910,False,44.5,7.44,8.38,-110.0,1.910,True,155.0,2.550,31.52,15.54,False,-190.0,1.530,68.48,84.46,True,3.5,-110.0,1.910,,,False,-3.5,-110.0,1.910,,,True
0,nfl.g.20210912034,2021-09-12-07:00,Jacksonville,Houston,"-3.5, O/U 45.5",45.5,,,-110.0,1.910,True,45.5,,,-110.0,1.910,False,-175.0,1.570,59.78,74.08,False,150.0,2.500,40.21,25.92,True,-3.5,-105.0,1.950,,,False,3.5,-115.0,1.870,,,True
0,nfl.g.20210913013,2021-09-13-07:00,Baltimore,Las Vegas,"-3, O/U 53.5",53.5,,,125.0,2.250,True,53.5,,,-150.0,1.670,False,-165.0,1.590,75.34,83.33,False,140.0,2.400,24.66,16.67,True,-3,-115.0,1.870,,,False,3,-105.0,1.950,,,True
0,nfl.g.20210916028,2021-09-16-07:00,NY Giants,Washington,"-4, O/U 41",41,46.42,54.97,-110.0,1.910,True,41,53.58,45.03,-110.0,1.910,False,165.0,2.650,24.81,9.36,False,-200.0,1.500,75.2,90.64,True,4,-110.0,1.910,42.25,39.21,True,-4,-110.0,1.910,57.75,60.79,False
0,nfl.g.20210919003,2021-09-19-07:00,Cincinnati,Chicago,"-2, O/U 45",45,,,-110.0,1.910,False,45,,,-110.0,1.910,True,110.0,2.100,,,False,-130.0,1.780,,,True,2,-110.0,1.910,,,False,-2,-110.0,1.910,,,True
0,nfl.g.20210919005,2021-09-19-07:00,Houston,Cleveland,"-13, O/U 49",49,,,-110.0,1.910,True,49,,,-110.0,1.910,False,525.0,6.250,,,False,-700.0,1.140,,,True,13,-110.0,1.910,,,True,-13,-110.0,1.910,,,False
0,nfl.g.20210919011,2021-09-19-07:00,LA Rams,Indianapolis,"-3.5, O/U 48",48,,,-110.0,1.910,True,48,,,-110.0,1.910,False,-190.0,1.530,,,True,160.0,2.600,,,False,-3.5,-110.0,1.910,,,False,3.5,-110.0,1.910,,,True
0,nfl.g.20210919015,2021-09-19-07:00,Buffalo,Miami,"-3.5, O/U 47",47,,,-115.0,1.870,False,47,,,-105.0,1.950,True,-190.0,1.530,,,True,160.0,2.600,,,False,-3.5,-110.0,1.910,,,True,3.5,-110.0,1.910,,,False
0,nfl.g.20210919020,2021-09-19-07:00,New England,NY Jets,"-6, O/U 43",43,,,-110.0,1.910,False,43,,,-110.0,1.910,True,-250.0,1.420,,,True,200.0,3.000,,,False,-6,-110.0,1.910,,,True,6,-110.0,1.910,,,False
0,nfl.g.20210919021,2021-09-19-07:00,San Francisco,Philadelphia,"-3, O/U 49",49,83.87,66.67,-110.0,1.910,False,49,16.13,33.33,-110.0,1.910,True,-160.0,1.620,,83.04,True,135.0,2.350,,16.96,False,-3,-115.0,1.870,43.39,48.97,True,3,-105.0,1.950,56.61,51.03,False
0,nfl.g.20210919022,2021-09-19-07:00,Minnesota,Arizona,"-3.5, O/U 50.5",50.5,,,-115.0,1.870,True,50.5,,,-105.0,1.950,False,170.0,2.700,,,False,-200.0,1.500,,,True,3.5,-110.0,1.910,,,True,-3.5,-110.0,1.910,,,False
0,nfl.g.20210919023,2021-09-19-07:00,Las Vegas,Pittsburgh,"-5, O/U 46.5",46.5,,,-110.0,1.910,False,46.5,,,-110.0,1.910,True,190.0,2.900,,,True,-225.0,1.440,,,False,5,-105.0,1.950,,,True,-5,-115.0,1.870,,,False
0,nfl.g.20210919024,2021-09-19-07:00,Dallas,LA Chargers,"-3, O/U 55",55,,,-110.0,1.910,False,55,,,-110.0,1.910,True,140.0,2.400,,,True,-165.0,1.610,,,False,3,-110.0,1.910,,,True,-3,-110.0,1.910,,,False
0,nfl.g.20210919026,2021-09-19-07:00,Tennessee,Seattle,"-6.5, O/U 54",54,,,-110.0,1.910,True,54,,,-110.0,1.910,False,225.0,3.250,,,True,-275.0,1.350,,,False,6.5,-110.0,1.910,,,True,-6.5,-110.0,1.910,,,False
0,nfl.g.20210919027,2021-09-19-07:00,Atlanta,Tampa Bay,"-12, O/U 52",52,,,-110.0,1.910,True,52,,,-110.0,1.910,False,500.0,6.000,,,False,-650.0,1.150,,,True,12,-110.0,1.910,,,False,-12,-110.0,1.910,,,True
0,nfl.g.20210919029,2021-09-19-07:00,New Orleans,Carolina,"-3.5, O/U 44.5",44.5,50.84,73.62,-110.0,1.910,False,44.5,49.16,26.38,-110.0,1.910,True,-185.0,1.550,93.64,90.63,False,155.0,2.550,6.36,9.37,True,-3.5,-110.0,1.910,72.42,78.49,False,3.5,-110.0,1.910,27.58,21.51,True
0,nfl.g.20210919030,2021-09-19-07:00,Denver,Jacksonville,"-6, O/U 45",45,,,-110.0,1.910,False,45,,,-110.0,1.910,True,-275.0,1.380,,,True,220.0,3.200,,,False,-6,-110.0,1.910,,,True,6,-110.0,1.910,,,False
0,nfl.g.20210919033,2021-09-19-07:00,Kansas City,Baltimore,"-3.5, O/U 58",50.5,,,-150.0,1.670,True,50.5,,,125.0,2.250,False,-175.0,1.570,,,False,150.0,2.500,,,True,-3.5,-110.0,1.910,,,False,3.5,-110.0,1.910,,,True
0,nfl.g.20210920009,2021-09-20-07:00,Detroit,Green Bay,"-11.5, O/U 56",56,,,190.0,2.900,False,56,,,-250.0,1.420,True,450.0,5.500,,,False,-650.0,1.150,,,True,11.5,-110.0,1.910,,,False,-11.5,-110.0,1.910,,,True
0,nfl.g.20210923034,2021-09-23-07:00,Carolina,Houston,"-8, O/U 43",43,61.17,75.59,-110.0,1.910,False,43,38.83,24.41,-110.0,1.910,True,-400.0,1.250,86.98,87.23,True,320.0,4.200,13.02,12.77,False,-8,-110.0,1.910,72.94,67.47,True,8,-110.0,1.910,27.06,32.53,False
0,nfl.g.20210926002,2021-09-26-07:00,Washington,Buffalo,"-9, O/U 45.5",45.5,54.96,67.13,-110.0,1.910,True,45.5,45.04,32.87,-110.0,1.910,False,350.0,4.500,3.17,7.54,False,-450.0,1.220,96.84,92.46,True,9,-110.0,1.910,19.39,17.68,False,-9,-110.0,1.910,80.61,82.32,True
0,nfl.g.20210926005,2021-09-26-07:00,Chicago,Cleveland,"-7, O/U 46",46,63.3,67.5,-110.0,1.910,False,46,36.7,32.5,-110.0,1.910,True,250.0,3.500,7.75,8.03,False,-300.0,1.330,92.24,91.97,True,7,-110.0,1.910,34.89,28.92,False,-7,-110.0,1.910,65.11,71.08,True
0,nfl.g.20210926007,2021-09-26-07:00,NY Jets,Denver,"-10.5, O/U 41.5",41.5,68.68,67.09,-110.0,1.910,False,41.5,31.32,32.91,-110.0,1.910,True,425.0,5.250,10.91,7.32,False,-600.0,1.170,89.09,92.68,True,10.5,-110.0,1.910,29.23,15.66,False,-10.5,-110.0,1.910,70.77,84.34,True
0,nfl.g.20210926008,2021-09-26-07:00,Baltimore,Detroit,"-7.5, O/U 50",50,89.01,70.62,-110.0,1.910,False,50,10.99,29.38,-110.0,1.910,True,-375.0,1.260,96.4,94.44,True,300.0,4.000,3.6,5.56,False,-7.5,-110.0,1.910,73.09,86.21,False,7.5,-110.0,1.910,26.91,13.79,True
0,nfl.g.20210926010,2021-09-26-07:00,Indianapolis,Tennessee,"-5.5, O/U 48",48,69.09,68.72,-110.0,1.910,False,48,30.91,31.28,-110.0,1.910,True,200.0,3.000,6.0,7.34,False,-250.0,1.420,94.0,92.66,True,5.5,-110.0,1.910,41.37,23.64,False,-5.5,-110.0,1.910,58.63,76.36,True
0,nfl.g.20210926012,2021-09-26-07:00,LA Chargers,Kansas City,"-6.5, O/U 55.5",55.5,78.63,68.65,-110.0,1.910,False,55.5,21.37,31.35,-110.0,1.910,True,240.0,3.400,19.56,3.78,True,-300.0,1.330,80.44,96.22,False,6.5,-110.0,1.910,34.72,32.16,True,-6.5,-110.0,1.910,65.28,67.84,False
0,nfl.g.20210926013,2021-09-26-07:00,Miami,Las Vegas,"-4, O/U 45.5",45.5,82.29,72.55,-110.0,1.910,True,45.5,17.71,27.45,-110.0,1.910,False,160.0,2.600,13.44,19.43,False,-190.0,1.530,86.56,80.57,True,4,-110.0,1.910,25.4,16.26,True,-4,-110.0,1.910,74.6,83.74,False
0,nfl.g.20210926014,2021-09-26-07:00,Tampa Bay,LA Rams,"-1, O/U 55.5",55.5,74.12,62.7,-110.0,1.910,True,55.5,25.88,37.3,-110.0,1.910,False,-115.0,1.850,66.08,53.12,False,100.0,2.000,33.91,46.88,True,-1,-110.0,1.910,60.04,61.96,False,1,-110.0,1.910,39.96,38.04,True
0,nfl.g.20210926016,2021-09-26-07:00,Seattle,Minnesota,"-2, O/U 55.5",55.5,70.24,67.52,-110.0,1.910,False,55.5,29.76,32.48,-110.0,1.910,True,-125.0,1.800,94.86,55.41,False,105.0,2.050,5.15,44.59,True,-2,-110.0,1.910,74.26,66.6,False,2,-110.0,1.910,25.74,33.4,True
0,nfl.g.20210926017,2021-09-26-07:00,New Orleans,New England,"-3, O/U 41.5",41.5,62.16,52.38,-110.0,1.910,False,41.5,37.84,47.62,-110.0,1.910,True,130.0,2.300,56.93,15.09,True,-155.0,1.650,43.07,84.91,False,3,-110.0,1.910,42.74,51.09,True,-3,-110.0,1.910,57.26,48.91,False
0,nfl.g.20210926019,2021-09-26-07:00,Atlanta,NY Giants,"-3, O/U 48",48,56.06,59.67,-110.0,1.910,False,48,43.94,40.33,-110.0,1.910,True,135.0,2.350,63.66,37.25,True,-160.0,1.620,36.34,62.75,False,3,-105.0,1.950,57.32,68.6,True,-3,-115.0,1.870,42.68,31.4,False
0,nfl.g.20210926023,2021-09-26-07:00,Cincinnati,Pittsburgh,"-3.5, O/U 44",44,51.68,61.29,-110.0,1.910,False,44,48.32,38.71,-110.0,1.910,True,165.0,2.650,16.23,11.66,True,-200.0,1.500,83.75,88.34,False,3.5,-110.0,1.910,38.96,35.87,True,-3.5,-110.0,1.910,61.04,64.13,False
0,nfl.g.20210926025,2021-09-26-07:00,Green Bay,San Francisco,"-3.5, O/U 48.5",48.5,82.05,75.18,-110.0,1.910,True,48.5,17.95,24.82,-110.0,1.910,False,150.0,2.500,80.09,19.0,True,-175.0,1.570,19.9,81.0,False,3.5,-110.0,1.910,66.44,70.76,True,-3.5,-110.0,1.910,33.56,29.24,False
0,nfl.g.20210926030,2021-09-26-07:00,Arizona,Jacksonville,"-7.5, O/U 52",52,36.59,62.84,-110.0,1.910,False,52,63.41,37.16,-110.0,1.910,True,-350.0,1.300,98.0,94.56,True,275.0,3.750,2.01,5.44,False,-7.5,-105.0,1.950,89.35,90.11,True,7.5,-115.0,1.870,10.65,9.89,False
0,nfl.g.20210927006,2021-09-27-07:00,Philadelphia,Dallas,"-3.5, O/U 51.5",51.5,,,-110.0,1.910,True,51.5,,,-110.0,1.910,False,170.0,2.700,32.16,14.2,False,-200.0,1.480,67.83,85.8,True,3.5,-110.0,1.910,,,False,-3.5,-110.0,1.910,,,True
0,nfl.g.20210930004,2021-09-30-07:00,Jacksonville,Cincinnati,"-7.5, O/U 46",46,,,-110.0,1.910,False,46,,,-110.0,1.910,True,275.0,3.750,,,False,-350.0,1.290,,,True,7.5,-110.0,1.910,,,True,-7.5,-110.0,1.910,,,False
0,nfl.g.20211003001,2021-10-03-07:00,Washington,Atlanta,"-2, O/U 47.5",47.5,,,-110.0,1.910,True,47.5,,,-110.0,1.910,False,-125.0,1.800,,,True,105.0,2.050,,,False,-2,-110.0,1.910,,,True,2,-110.0,1.910,,,False
0,nfl.g.20211003002,2021-10-03-07:00,Houston,Buffalo,"-19, O/U 47.5",47.5,,,-110.0,1.910,False,47.5,,,-110.0,1.910,True,900.0,10.000,,,False,-1600.0,1.060,,,True,19,-110.0,1.910,,,False,-19,-110.0,1.910,,,True
0,nfl.g.20211003003,2021-10-03-07:00,Detroit,Chicago,"-3, O/U 42",42,,,-110.0,1.910,False,42,,,-110.0,1.910,True,125.0,2.250,,,False,-150.0,1.670,,,True,3,-115.0,1.870,,,False,-3,-105.0,1.950,,,True
0,nfl.g.20211003006,2021-10-03-07:00,Carolina,Dallas,"-4.5, O/U 51",51,,,-115.0,1.870,True,51,,,-105.0,1.950,False,165.0,2.650,,,False,-200.0,1.500,,,True,4.5,-110.0,1.910,,,False,-4.5,-110.0,1.910,,,True
0,nfl.g.20211003007,2021-10-03-07:00,Baltimore,Denver,"-1, O/U 44",44,,,-110.0,1.910,False,44,,,-110.0,1.910,True,-105.0,1.950,,,True,-115.0,1.870,,,False,1,-110.0,1.910,,,True,-1,-110.0,1.910,,,False
0,nfl.g.20211003009,2021-10-03-07:00,Pittsburgh,Green Bay,"-6, O/U 44.5",44.5,,,-110.0,1.910,False,44.5,,,-110.0,1.910,True,240.0,3.400,,,False,-300.0,1.340,,,True,6,-110.0,1.910,,,False,-6,-110.0,1.910,,,True
0,nfl.g.20211003014,2021-10-03-07:00,Arizona,LA Rams,"-3.5, O/U 54",54,,,-110.0,1.910,True,54,,,-110.0,1.910,False,170.0,2.700,,,True,-200.0,1.480,,,False,3.5,-110.0,1.910,,,True,-3.5,-110.0,1.910,,,False
0,nfl.g.20211003015,2021-10-03-07:00,Indianapolis,Miami,"-2.5, O/U 42",42,,,-110.0,1.910,True,42,,,-110.0,1.910,False,120.0,2.200,,,True,-140.0,1.720,,,False,2.5,-110.0,1.910,,,True,-2.5,-110.0,1.910,,,False
0,nfl.g.20211003016,2021-10-03-07:00,Cleveland,Minnesota,"-1, O/U 51.5",51.5,,,-110.0,1.910,False,51.5,,,-110.0,1.910,True,-115.0,1.870,,,True,-105.0,1.950,,,False,-1,-110.0,1.910,,,True,1,-110.0,1.910,,,False
0,nfl.g.20211003017,2021-10-03-07:00,Tampa Bay,New England,"-7, O/U 49.5",49.5,43.76,65.95,-110.0,1.910,False,49.5,56.24,34.05,-110.0,1.910,True,-350.0,1.300,96.2,65.86,True,270.0,3.700,3.8,34.14,False,-7,-110.0,1.910,90.46,90.98,False,7,-110.0,1.910,9.54,9.02,True
0,nfl.g.20211003018,2021-10-03-07:00,NY Giants,New Orleans,"-7, O/U 42.5",42.5,,,-110.0,1.910,True,42.5,,,-110.0,1.910,False,260.0,3.650,,,True,-350.0,1.300,,,False,7,-110.0,1.910,,,True,-7,-110.0,1.910,,,False
0,nfl.g.20211003020,2021-10-03-07:00,Tennessee,NY Jets,"-5.5, O/U 44",44,,,-110.0,1.910,True,44,,,-110.0,1.910,False,-275.0,1.360,,,False,225.0,3.250,,,True,-5.5,-110.0,1.910,,,False,5.5,-110.0,1.910,,,True
0,nfl.g.20211003021,2021-10-03-07:00,Kansas City,Philadelphia,"-7, O/U 54",54,,,-110.0,1.910,True,54,,,-110.0,1.910,False,-300.0,1.330,,,True,250.0,3.500,,,False,-7,-110.0,1.910,,,True,7,-110.0,1.910,,,False
0,nfl.g.20211003025,2021-10-03-07:00,Seattle,San Francisco,"-2.5, O/U 51.5",51.5,,,-110.0,1.910,False,51.5,,,-110.0,1.910,True,115.0,2.150,,,True,-140.0,1.720,,,False,2.5,-110.0,1.910,,,True,-2.5,-110.0,1.910,,,False
0,nfl.g.20211004024,2021-10-04-07:00,Las Vegas,LA Chargers,"-3, O/U 51.5",51.5,67.25,70.41,-110.0,1.910,False,51.5,32.75,29.59,-110.0,1.910,True,135.0,2.350,13.12,24.67,False,-160.0,1.620,86.88,75.33,True,3,-105.0,1.950,50.11,52.43,False,-3,-115.0,1.870,49.89,47.57,True
0,nfl.g.20211007026,2021-10-07-07:00,LA Rams,Seattle,"-3.5, O/U 54",54,,,-110.0,1.910,False,54,,,-110.0,1.910,True,-135.0,1.740,80.84,43.65,True,115.0,2.150,19.16,56.35,False,-3.5,125.0,2.250,,,True,3.5,-150.0,1.670,,,False
0,nfl.g.20211010001,2021-10-10-07:00,NY Jets,Atlanta,"-3, O/U 45.5",45.5,,,-110.0,1.910,True,45.5,,,-110.0,1.910,False,130.0,2.300,,,False,-155.0,1.650,,,True,3,-120.0,1.830,,,False,-3,100.0,2.000,,,True
0,nfl.g.20211010004,2021-10-10-07:00,Green Bay,Cincinnati,"-2, O/U 50.5",50.5,,,-115.0,1.870,False,50.5,,,-105.0,1.950,True,-135.0,1.750,,,True,115.0,2.150,,,False,-2,-120.0,1.830,,,True,2,100.0,2.000,,,False
0,nfl.g.20211010006,2021-10-10-07:00,NY Giants,Dallas,"-7, O/U 52.5",52.5,,,-110.0,1.910,True,52.5,,,-110.0,1.910,False,260.0,3.650,,,False,-350.0,1.300,,,True,7,-110.0,1.910,,,False,-7,-110.0,1.910,,,True
0,nfl.g.20211010012,2021-10-10-07:00,Buffalo,Kansas City,"-2.5, O/U 56.5",56.5,,,-110.0,1.910,True,56.5,,,-110.0,1.910,False,120.0,2.200,,,True,-140.0,1.720,,,False,2.5,-105.0,1.950,,,True,-2.5,-115.0,1.870,,,False
0,nfl.g.20211010013,2021-10-10-07:00,Chicago,Las Vegas,"-5.5, O/U 46",46,,,-110.0,1.910,False,46,,,-110.0,1.910,True,200.0,3.050,,,True,-250.0,1.400,,,False,5.5,-110.0,1.910,,,True,-5.5,-110.0,1.910,,,False
0,nfl.g.20211010016,2021-10-10-07:00,Detroit,Minnesota,"-10, O/U 49",49,,,-110.0,1.910,False,49,,,-110.0,1.910,True,360.0,4.600,,,False,-450.0,1.220,,,True,10,-110.0,1.910,,,True,-10,-110.0,1.910,,,False
0,nfl.g.20211010022,2021-10-10-07:00,San Francisco,Arizona,"-5.5, O/U 48.5",48.5,,,-110.0,1.910,False,48.5,,,-110.0,1.910,True,200.0,3.050,,,False,-250.0,1.400,,,True,5.5,-110.0,1.910,,,False,-5.5,-110.0,1.910,,,True
0,nfl.g.20211010023,2021-10-10-07:00,Denver,Pittsburgh,"-1.5, O/U 39.5",39.5,,,-110.0,1.910,True,39.5,,,-110.0,1.910,False,-135.0,1.750,,,False,110.0,2.100,,,True,-1.5,-110.0,1.910,,,False,1.5,-110.0,1.910,,,True
0,nfl.g.20211010024,2021-10-10-07:00,Cleveland,LA Chargers,"-2.5, O/U 46.5",46.5,,,-115.0,1.870,True,46.5,,,-105.0,1.950,False,115.0,2.150,,,False,-140.0,1.720,,,True,2.5,-110.0,1.910,,,False,-2.5,-110.0,1.910,,,True
0,nfl.g.20211010027,2021-10-10-07:00,Miami,Tampa Bay,"-11, O/U 47.5",47.5,,,-110.0,1.910,True,47.5,,,-110.0,1.910,False,450.0,5.500,,,False,-650.0,1.160,,,True,11,-110.0,1.910,,,False,-11,-110.0,1.910,,,True
0,nfl.g.20211010028,2021-10-10-07:00,New Orleans,Washington,"-2.5, O/U 43.5",43.5,,,-110.0,1.910,True,43.5,,,-110.0,1.910,False,-145.0,1.700,,,True,120.0,2.200,,,False,-2.5,-110.0,1.910,,,True,2.5,-110.0,1.910,,,False
0,nfl.g.20211010029,2021-10-10-07:00,Philadelphia,Carolina,"-3, O/U 45.5",45.5,,,-110.0,1.910,False,45.5,,,-110.0,1.910,True,120.0,2.200,,,True,-145.0,1.700,,,False,3,-115.0,1.870,,,True,-3,-105.0,1.950,,,False
0,nfl.g.20211010030,2021-10-10-07:00,Tennessee,Jacksonville,"-4.5, O/U 48.5",48.5,,,-110.0,1.910,True,48.5,,,-110.0,1.910,False,-200.0,1.500,,,True,165.0,2.650,,,False,-4.5,-110.0,1.910,,,True,4.5,-110.0,1.910,,,False
0,nfl.g.20211010034,2021-10-10-07:00,New England,Houston,"-7.5, O/U 39.5",39.5,,,-110.0,1.910,True,39.5,,,-110.0,1.910,False,-400.0,1.250,,,True,300.0,4.050,,,False,-7.5,-110.0,1.910,,,False,7.5,-110.0,1.910,,,True
0,nfl.g.20211011033,2021-10-11-07:00,Indianapolis,Baltimore,"-7.5, O/U 46.5",46.5,,,-110.0,1.910,True,46.5,,,-110.0,1.910,False,280.0,3.800,,,False,-350.0,1.280,,,True,7.5,-110.0,1.910,,,True,-7.5,-110.0,1.910,,,False
0,nfl.g.20211014021,2021-10-14-07:00,Tampa Bay,Philadelphia,"-7, O/U 54",54,64.94,73.19,105.0,2.050,False,54,35.06,26.81,-130.0,1.780,True,-300.0,1.330,91.76,78.94,True,240.0,3.400,8.24,21.06,False,-7,-105.0,1.950,78.24,76.06,False,7,-115.0,1.870,21.76,23.94,True
0,nfl.g.20211017003,2021-10-17-07:00,Green Bay,Chicago,"-5.5, O/U 44",44,,,-110.0,1.910,False,44,,,-110.0,1.910,True,-250.0,1.400,,,True,200.0,3.000,,,False,-5.5,-110.0,1.910,,,True,5.5,-110.0,1.910,,,False
0,nfl.g.20211017005,2021-10-17-07:00,Arizona,Cleveland,"-3, O/U 48",48,,,-110.0,1.910,True,48,,,-110.0,1.910,False,135.0,2.350,,,True,-160.0,1.630,,,False,3,-110.0,1.910,,,True,-3,-110.0,1.910,,,False
0,nfl.g.20211017007,2021-10-17-07:00,Las Vegas,Denver,"-5, O/U 45",45,,,-110.0,1.910,True,45,,,-110.0,1.910,False,190.0,2.900,,,True,-225.0,1.440,,,False,5,-110.0,1.910,,,True,-5,-110.0,1.910,,,False
0,nfl.g.20211017008,2021-10-17-07:00,Cincinnati,Detroit,"-3.5, O/U 46.5",46.5,,,-115.0,1.870,False,46.5,,,-105.0,1.950,True,-185.0,1.550,,,True,155.0,2.550,,,False,-3.5,-115.0,1.870,,,True,3.5,-105.0,1.950,,,False
0,nfl.g.20211017011,2021-10-17-07:00,Houston,Indianapolis,"-11, O/U 44.5",44.5,,,-110.0,1.910,False,44.5,,,-110.0,1.910,True,475.0,5.750,,,False,-650.0,1.150,,,True,11,-110.0,1.910,,,False,-11,-110.0,1.910,,,True
0,nfl.g.20211017017,2021-10-17-07:00,Dallas,New England,"-3.5, O/U 50.5",50.5,,,-110.0,1.910,True,50.5,,,-110.0,1.910,False,-185.0,1.540,,,True,155.0,2.550,,,False,-3.5,-110.0,1.910,,,True,3.5,-110.0,1.910,,,False
0,nfl.g.20211017019,2021-10-17-07:00,LA Rams,NY Giants,"-7.5, O/U 49",49,,,-110.0,1.910,,49,,,-110.0,1.910,,-375.0,1.260,,,True,300.0,4.000,,,False,-7.5,-110.0,1.910,,,True,7.5,-110.0,1.910,,,False
0,nfl.g.20211017023,2021-10-17-07:00,Seattle,Pittsburgh,"-5.5, O/U 43",43,,,-110.0,1.910,,43,,,-110.0,1.910,,195.0,2.950,26.04,15.49,False,-250.0,1.420,73.97,84.51,True,5.5,-110.0,1.910,,,True,-5.5,-110.0,1.910,,,False
0,nfl.g.20211017028,2021-10-17-07:00,Kansas City,Washington,"-6.5, O/U 54",54,,,-110.0,1.910,False,54,,,-110.0,1.910,True,-300.0,1.310,,,True,250.0,3.500,,,False,-6.5,-115.0,1.850,,,True,6.5,-105.0,1.970,,,False
