,game_id,game_date,away_team,home_team,pregame_odds,total_over_points,total_over_stake_percentage,total_over_wager_percentage,total_over_odds,total_over_decimal_odds,total_over_won,total_under_points,total_under_stake_percentage,total_under_wager_percentage,total_under_odds,total_under_decimal_odds,total_under_won,money_away_odds,money_away_decimal_odds,money_away_stake_percentage,money_away_wager_percentage,money_away_won,money_home_odds,money_home_decimal_odds,money_home_stake_percentage,money_home_wager_percentage,money_home_won,spread_away_points,spread_away_odds,spread_away_decimal_odds,spread_away_stake_percentage,spread_away_wager_percentage,spread_away_won,spread_home_points,spread_home_odds,spread_home_decimal_odds,spread_home_stake_percentage,spread_home_wager_percentage,spread_home_won
0,nfl.g.20211212004,2021-12-12-08:00,San Francisco,Cincinnati,"-2.5, O/U 49",49,79.08,79.15,-110.0,1.910,,49,20.92,20.85,-110.0,1.910,,-140.0,1.720,54.43,56.4,True,115.0,2.150,45.57,43.6,False,-2.5,-110.0,1.910,28.78,44.37,True,2.5,-110.0,1.910,71.22,55.63,False
0,nfl.g.20211212005,2021-12-12-08:00,Baltimore,Cleveland,"-3, O/U 44.5",44.5,44.13,51.48,-110.0,1.910,True,44.5,55.87,48.52,-110.0,1.910,False,135.0,2.350,77.92,41.74,False,-160.0,1.620,22.07,58.26,True,3,-115.0,1.870,66.69,67.94,True,-3,-105.0,1.950,33.31,32.06,False
0,nfl.g.20211212007,2021-12-12-08:00,Detroit,Denver,"-12.5, O/U 42",42,46.79,56.86,-110.0,1.910,True,42,53.21,43.14,-110.0,1.910,False,500.0,6.100,69.45,7.86,False,-750.0,1.130,30.54,92.14,True,12.5,-110.0,1.910,45.43,39.68,False,-12.5,-110.0,1.910,54.57,60.32,True
0,nfl.g.20211212009,2021-12-12-08:00,Chicago,Green Bay,"-11.5, O/U 37.5",37.5,71.94,68.09,-200.0,1.500,True,37.5,28.06,31.91,165.0,2.650,False,450.0,5.600,1.79,5.64,False,-650.0,1.150,98.22,94.36,True,11.5,-110.0,1.910,18.89,11.46,False,-11.5,-110.0,1.910,81.11,88.54,True
0,nfl.g.20211212010,2021-12-12-08:00,Jacksonville,Tennessee,"-8.5, O/U 44.5",44.5,59.89,62.92,-110.0,1.910,False,44.5,40.11,37.08,-110.0,1.910,True,350.0,4.500,2.27,4.38,False,-450.0,1.220,97.72,95.62,True,8.5,-110.0,1.910,28.01,22.36,False,-8.5,-110.0,1.910,71.99,77.64,True
0,nfl.g.20211212012,2021-12-12-08:00,Las Vegas,Kansas City,"-9.5, O/U 48",48,64.69,78.72,-110.0,1.910,True,48,35.31,21.28,-110.0,1.910,False,340.0,4.400,16.22,4.83,False,-450.0,1.220,83.78,95.17,True,9.5,-110.0,1.910,38.41,33.86,False,-9.5,-110.0,1.910,61.59,66.14,True
0,nfl.g.20211212020,2021-12-12-08:00,New Orleans,NY Jets,"-4.5, O/U 42",42,43.81,65.67,-110.0,1.910,False,42,56.19,34.33,-110.0,1.910,True,-225.0,1.470,81.52,80.3,True,175.0,2.750,18.48,19.7,False,-4.5,-110.0,1.910,67.51,75.72,True,4.5,-110.0,1.910,32.49,24.28,False
0,nfl.g.20211212024,2021-12-12-08:00,NY Giants,LA Chargers,"-9, O/U 43",43,67.94,73.17,-110.0,1.910,True,43,32.06,26.83,-110.0,1.910,False,360.0,4.600,,6.64,False,-450.0,1.220,,93.36,True,9,-110.0,1.910,26.04,17.95,False,-9,-110.0,1.910,73.96,82.05,True
0,nfl.g.20211212027,2021-12-12-08:00,Buffalo,Tampa Bay,"-3.5, O/U 52.5",52.5,71.37,70.86,-110.0,1.910,True,52.5,28.63,29.14,-110.0,1.910,False,155.0,2.550,22.74,13.49,False,-185.0,1.550,77.25,86.51,True,3.5,-110.0,1.910,52.94,32.81,False,-3.5,-110.0,1.910,47.06,67.19,True
0,nfl.g.20211212028,2021-12-12-08:00,Dallas,Washington,"-6.5, O/U 48",48,73.4,71.89,-110.0,1.910,False,48,26.6,28.11,-110.0,1.910,True,-275.0,1.360,63.54,82.43,True,220.0,3.200,36.46,17.57,False,-6.5,-110.0,1.910,44.62,58.02,True,6.5,-110.0,1.910,55.38,41.98,False
0,nfl.g.20211212029,2021-12-12-08:00,Atlanta,Carolina,"-2.5, O/U 41.5",41.5,67.68,76.63,-110.0,1.910,True,41.5,32.32,23.37,-110.0,1.910,False,115.0,2.150,53.2,40.78,True,-135.0,1.750,46.8,59.22,False,2.5,-105.0,1.950,59.14,52.81,True,-2.5,-115.0,1.870,40.86,47.19,False
0,nfl.g.20211212034,2021-12-12-08:00,Seattle,Houston,"-9.5, O/U 41",41,53.2,61.86,-110.0,1.910,True,41,46.8,38.14,-110.0,1.910,False,-450.0,1.220,73.57,86.46,True,350.0,4.500,26.43,13.54,False,-9.5,-110.0,1.910,63.28,75.96,True,9.5,-110.0,1.910,36.72,24.04,False
0,nfl.g.20211213022,2021-12-13-08:00,LA Rams,Arizona,"-3.5, O/U 51",51,71.7,73.55,-110.0,1.910,True,51,28.3,26.45,-110.0,1.910,False,150.0,2.500,29.67,16.48,True,-175.0,1.570,70.33,83.52,False,3.5,-110.0,1.910,27.05,34.32,True,-3.5,-110.0,1.910,72.95,65.68,False
0,nfl.g.20211216024,2021-12-16-08:00,Kansas City,LA Chargers,"-3, O/U 54",54,71.16,68.22,-110.0,1.910,True,54,28.84,31.78,-110.0,1.910,False,-165.0,1.590,68.97,87.87,True,140.0,2.400,31.03,12.13,False,-3,-115.0,1.870,64.62,70.14,True,3,-105.0,1.950,35.38,29.86,False
0,nfl.g.20211218011,2021-12-18-08:00,New England,Indianapolis,"-1.5, O/U 46.5",46.5,70.56,74.31,-110.0,1.910,False,46.5,29.44,25.69,-110.0,1.910,True,100.0,2.000,48.15,61.1,False,-120.0,1.830,51.86,38.9,True,1.5,-110.0,1.910,80.8,80.86,False,-1.5,-110.0,1.910,19.2,19.14,True
0,nfl.g.20211219002,2021-12-19-08:00,Carolina,Buffalo,"-14.5, O/U 43.5",43.5,46.72,72.36,-110.0,1.910,True,43.5,53.28,27.64,-110.0,1.910,False,500.0,6.000,45.45,3.89,False,-700.0,1.140,54.55,96.11,True,14.5,-110.0,1.910,12.35,19.82,False,-14.5,-110.0,1.910,87.65,80.18,True
0,nfl.g.20211219007,2021-12-19-08:00,Cincinnati,Denver,"-3, O/U 44",44,,,-110.0,1.910,False,44,100.0,100.0,-110.0,1.910,True,135.0,2.350,,,True,-165.0,1.610,,,False,3,-110.0,1.910,40.0,40.0,True,-3,-110.0,1.910,60.0,60.0,False
0,nfl.g.20211219008,2021-12-19-08:00,Arizona,Detroit,"-12.5, O/U 48",48,75.37,67.89,-110.0,1.910,False,48,24.63,32.11,-110.0,1.910,True,-750.0,1.130,90.1,93.81,False,525.0,6.250,9.9,6.19,True,-12.5,-110.0,1.910,71.12,78.52,False,12.5,-110.0,1.910,28.88,21.48,True
0,nfl.g.20211219015,2021-12-19-08:00,NY Jets,Miami,"-10.5, O/U 42",42,70.61,68.92,-110.0,1.910,True,42,29.39,31.08,-110.0,1.910,False,360.0,4.600,14.05,5.03,False,-450.0,1.220,85.95,94.97,True,10.5,-110.0,1.910,19.18,34.82,True,-10.5,-110.0,1.910,80.82,65.18,False
0,nfl.g.20211219019,2021-12-19-08:00,Dallas,NY Giants,"-11.5, O/U 43.5",43.5,46.33,76.59,-110.0,1.910,False,43.5,53.67,23.41,-110.0,1.910,True,-550.0,1.180,88.61,94.96,True,400.0,5.000,11.4,5.04,False,-11.5,-110.0,1.910,73.84,69.26,True,11.5,-110.0,1.910,26.16,30.74,False
0,nfl.g.20211219023,2021-12-19-08:00,Tennessee,Pittsburgh,"-1, O/U 43.5",43.5,54.28,84.11,-110.0,1.910,False,43.5,45.72,15.89,-110.0,1.910,True,-105.0,1.950,66.47,55.66,False,-115.0,1.870,33.53,44.34,True,1,-110.0,1.910,66.75,57.05,False,-1,-110.0,1.910,33.25,42.95,True
0,nfl.g.20211219025,2021-12-19-08:00,Atlanta,San Francisco,"-8.5, O/U 47.5",47.5,72.98,81.47,-110.0,1.910,False,47.5,27.02,18.53,-110.0,1.910,True,300.0,4.050,7.63,9.72,False,-400.0,1.250,92.39,90.28,True,8.5,-110.0,1.910,57.39,35.7,False,-8.5,-110.0,1.910,42.61,64.3,True
0,nfl.g.20211219027,2021-12-19-08:00,New Orleans,Tampa Bay,"-11.5, O/U 45.5",45.5,80.01,84.18,-110.0,1.910,False,45.5,19.99,15.82,-110.0,1.910,True,400.0,5.000,19.21,4.03,True,-550.0,1.180,80.77,95.97,False,11.5,-110.0,1.910,31.44,27.35,True,-11.5,-110.0,1.910,68.56,72.65,False
0,nfl.g.20211219030,2021-12-19-08:00,Houston,Jacksonville,"-6, O/U 39.5",39.5,56.47,69.54,-115.0,1.870,True,39.5,43.53,30.46,-105.0,1.950,False,220.0,3.200,67.87,18.69,True,-275.0,1.370,32.13,81.31,False,6,-110.0,1.910,41.48,59.79,True,-6,-110.0,1.910,58.52,40.21,False
0,nfl.g.20211219033,2021-12-19-08:00,Green Bay,Baltimore,"-9.5, O/U 34.5",34.5,88.84,69.71,-375.0,1.260,True,34.5,11.16,30.29,300.0,4.000,False,-450.0,1.220,77.07,87.95,True,340.0,4.450,22.93,12.05,False,-9.5,-110.0,1.910,85.33,84.77,False,9.5,-110.0,1.910,14.67,15.23,True
0,nfl.g.20211220003,2021-12-20-08:00,Minnesota,Chicago,"-7, O/U 47.5",47.5,77.78,68.75,-110.0,1.910,False,47.5,22.22,31.25,-110.0,1.910,True,-300.0,1.330,76.39,83.27,True,240.0,3.400,23.61,16.73,False,-7,-110.0,1.910,66.11,64.65,True,7,-110.0,1.910,33.89,35.35,False
0,nfl.g.20211220005,2021-12-20-08:00,Las Vegas,Cleveland,"-3, O/U 41.5",41.5,64.53,69.01,-110.0,1.910,False,41.5,35.47,30.99,-110.0,1.910,True,-150.0,1.670,91.01,40.86,True,125.0,2.250,8.98,59.14,False,-3,-105.0,1.950,66.44,55.67,False,3,-115.0,1.870,33.56,44.33,True
0,nfl.g.20211221014,2021-12-21-08:00,Seattle,LA Rams,"-7, O/U 47",47,73.77,66.01,-110.0,1.910,False,47,26.23,33.99,-110.0,1.910,True,270.0,3.700,43.59,13.53,False,-350.0,1.300,56.41,86.47,True,7,-105.0,1.950,26.99,26.52,False,-7,-115.0,1.870,73.01,73.48,True
0,nfl.g.20211221021,2021-12-21-08:00,Washington,Philadelphia,"-10, O/U 39.5",39.5,35.5,59.16,-110.0,1.910,True,39.5,64.5,40.84,-110.0,1.910,False,375.0,4.750,73.47,13.58,False,-500.0,1.200,26.53,86.42,True,10,-110.0,1.910,27.29,37.22,,-10,-110.0,1.910,72.71,62.78,
0,nfl.g.20211223010,2021-12-23-08:00,San Francisco,Tennessee,"-3, O/U 45.5",45.5,61.75,63.25,-110.0,1.910,False,45.5,38.25,36.75,-110.0,1.910,True,-165.0,1.610,63.1,72.03,False,135.0,2.350,36.9,27.97,True,-3,-110.0,1.910,60.25,59.98,False,3,-110.0,1.910,39.75,40.02,True
0,nfl.g.20211225009,2021-12-25-08:00,Cleveland,Green Bay,"-7.5, O/U 35.5",35.5,76.81,68.6,-375.0,1.260,True,35.5,23.19,31.4,300.0,4.000,False,280.0,3.850,16.22,14.9,False,-375.0,1.270,83.78,85.1,True,7.5,-110.0,1.910,26.25,18.01,True,-7.5,-110.0,1.910,73.75,81.99,False
0,nfl.g.20211225022,2021-12-25-08:00,Indianapolis,Arizona,"-3, O/U 48",48,48.43,64.82,-110.0,1.910,False,48,51.57,35.18,-110.0,1.910,True,130.0,2.300,72.3,24.39,True,-160.0,1.630,27.7,75.61,False,3,-110.0,1.910,49.77,61.78,True,-3,-110.0,1.910,50.23,38.22,False
0,nfl.g.20211226001,2021-12-26-08:00,Detroit,Atlanta,"-7.5, O/U 42.5",42.5,67.99,69.65,-110.0,1.910,False,42.5,32.01,30.35,-110.0,1.910,True,300.0,4.000,50.72,5.49,False,-375.0,1.260,49.28,94.51,True,7.5,-110.0,1.910,50.55,56.88,True,-7.5,-110.0,1.910,49.45,43.12,False
0,nfl.g.20211226004,2021-12-26-08:00,Baltimore,Cincinnati,"-7.5, O/U 43.5",43.5,85.48,73.8,-110.0,1.910,True,43.5,14.52,26.2,-110.0,1.910,False,280.0,3.800,67.08,11.98,False,-375.0,1.270,32.92,88.02,True,7.5,-110.0,1.910,29.51,36.84,False,-7.5,-110.0,1.910,70.49,63.16,True
0,nfl.g.20211226006,2021-12-26-08:00,Washington,Dallas,"-10, O/U 41.5",41.5,58.21,59.22,-175.0,1.570,True,41.5,41.79,40.78,145.0,2.450,False,425.0,5.250,15.61,8.25,False,-550.0,1.180,84.39,91.75,True,10,-110.0,1.910,23.41,26.8,False,-10,-110.0,1.910,76.59,73.2,True
0,nfl.g.20211226012,2021-12-26-08:00,Pittsburgh,Kansas City,"-10, O/U 44",44,62.35,61.56,-115.0,1.870,True,44,37.65,38.44,-105.0,1.950,False,375.0,4.750,19.27,4.13,False,-500.0,1.200,80.73,95.87,True,10,-110.0,1.910,53.92,38.21,False,-10,-110.0,1.910,46.08,61.79,True
0,nfl.g.20211226013,2021-12-26-08:00,Denver,Las Vegas,"-1.5, O/U 41.5",41.5,57.27,69.37,-110.0,1.910,False,41.5,42.73,30.63,-110.0,1.910,True,-110.0,1.910,45.58,33.79,False,-110.0,1.910,54.42,66.21,True,1.5,-115.0,1.870,35.31,36.63,False,-1.5,-105.0,1.950,64.69,63.37,True
0,nfl.g.20211226016,2021-12-26-08:00,LA Rams,Minnesota,"-3, O/U 48.5",48.5,76.68,68.47,-110.0,1.910,True,48.5,23.32,31.53,-110.0,1.910,False,-175.0,1.570,72.28,66.42,True,145.0,2.450,27.72,33.58,False,-3,-115.0,1.870,48.27,59.28,True,3,-105.0,1.950,51.73,40.72,False
0,nfl.g.20211226017,2021-12-26-08:00,Buffalo,New England,"-1, O/U 43.5",43.5,49.97,61.25,-110.0,1.910,True,43.5,50.03,38.75,-110.0,1.910,False,-105.0,1.950,55.91,15.53,True,-115.0,1.870,44.09,84.47,False,1,-110.0,1.910,68.77,63.37,True,-1,-110.0,1.910,31.23,36.63,False
0,nfl.g.20211226020,2021-12-26-08:00,Jacksonville,NY Jets,"-2.5, O/U 43",43,42.93,62.64,-110.0,1.910,True,43,57.07,37.36,-110.0,1.910,False,110.0,2.100,21.35,15.91,False,-130.0,1.780,78.65,84.09,True,2.5,-110.0,1.910,59.62,48.71,False,-2.5,-110.0,1.910,40.38,51.29,True
0,nfl.g.20211226021,2021-12-26-08:00,NY Giants,Philadelphia,"-10.5, O/U 41",41,53.24,71.83,-110.0,1.910,True,41,46.76,28.17,-110.0,1.910,False,400.0,5.000,40.04,3.73,False,-550.0,1.180,59.95,96.27,True,10.5,-110.0,1.910,21.01,34.76,False,-10.5,-110.0,1.910,78.99,65.24,True
0,nfl.g.20211226026,2021-12-26-08:00,Chicago,Seattle,"-7, O/U 41",41,37.17,60.5,-110.0,1.910,True,41,62.83,39.5,-110.0,1.910,False,260.0,3.600,24.92,17.54,True,-350.0,1.300,75.08,82.46,False,7,-110.0,1.910,51.74,34.33,True,-7,-110.0,1.910,48.26,65.67,False
0,nfl.g.20211226029,2021-12-26-08:00,Tampa Bay,Carolina,"-10.5, O/U 44",44,49.27,78.01,-110.0,1.910,False,44,50.73,21.99,-110.0,1.910,True,-550.0,1.180,97.81,94.34,True,400.0,5.000,2.19,5.66,False,-10.5,-110.0,1.910,80.51,70.45,True,10.5,-110.0,1.910,19.49,29.55,False
0,nfl.g.20211226034,2021-12-26-08:00,LA Chargers,Houston,"-13.5, O/U 45.5",45.5,47.25,62.02,-110.0,1.910,True,45.5,52.75,37.98,-110.0,1.910,False,-700.0,1.140,91.39,88.94,False,500.0,6.000,8.63,11.06,True,-13.5,-110.0,1.910,84.1,78.34,False,13.5,-110.0,1.910,15.9,21.66,True
0,nfl.g.20211227018,2021-12-27-08:00,Miami,New Orleans,"-3, O/U 37.5",37.5,68.39,64.73,-110.0,1.910,False,37.5,31.61,35.27,-110.0,1.910,True,-175.0,1.570,31.18,73.09,True,145.0,2.450,68.82,26.91,False,-3,-120.0,1.830,69.33,57.04,True,3,100.0,2.000,30.67,42.96,False
0,nfl.g.20220102002,2022-01-02-08:00,Atlanta,Buffalo,"-14, O/U 46",46,83.85,72.66,-110.0,1.910,False,46,16.15,27.34,-110.0,1.910,True,600.0,7.000,50.51,13.87,False,-900.0,1.110,49.5,86.13,True,14,-110.0,1.910,38.7,39.03,,-14,-110.0,1.910,61.3,60.97,
0,nfl.g.20220102003,2022-01-02-08:00,NY Giants,Chicago,"-6.5, O/U 36.5",36.5,69.2,72.33,-110.0,1.910,False,36.5,30.8,27.67,-110.0,1.910,True,225.0,3.250,27.96,6.37,False,-275.0,1.360,72.04,93.63,True,6.5,-110.0,1.910,29.51,35.05,False,-6.5,-110.0,1.910,70.49,64.95,True
0,nfl.g.20220102004,2022-01-02-08:00,Kansas City,Cincinnati,"-3.5, O/U 50.5",50.5,90.88,78.23,-110.0,1.910,True,50.5,9.12,21.77,-110.0,1.910,False,-185.0,1.540,84.28,81.89,False,155.0,2.550,15.72,18.11,True,-3.5,-110.0,1.910,62.01,62.28,False,3.5,-110.0,1.910,37.99,37.72,True
0,nfl.g.20220102006,2022-01-02-08:00,Arizona,Dallas,"-6.5, O/U 52",52,,,-110.0,1.910,False,52,,,-110.0,1.910,True,240.0,3.400,,,True,-300.0,1.340,,,False,6.5,-110.0,1.910,,,True,-6.5,-110.0,1.910,,,False
0,nfl.g.20220102009,2022-01-02-08:00,Minnesota,Green Bay,"-12.5, O/U 42.5",42.5,74.13,80.37,-110.0,1.910,True,42.5,25.87,19.63,-110.0,1.910,False,550.0,6.500,46.53,6.68,False,-750.0,1.130,53.48,93.32,True,12.5,-110.0,1.910,28.07,31.12,False,-12.5,-110.0,1.910,71.93,68.88,True
0,nfl.g.20220102010,2022-01-02-08:00,Miami,Tennessee,"-3, O/U 41",41,46.07,85.44,-110.0,1.910,False,41,53.93,14.56,-110.0,1.910,True,135.0,2.350,34.22,24.76,False,-165.0,1.610,65.78,75.24,True,3,-110.0,1.910,56.85,54.46,False,-3,-110.0,1.910,43.15,45.54,True
0,nfl.g.20220102011,2022-01-02-08:00,Las Vegas,Indianapolis,"-8.5, O/U 46.5",46.5,78.67,73.96,-110.0,1.910,False,46.5,21.33,26.04,-110.0,1.910,True,325.0,4.250,50.88,10.5,True,-400.0,1.250,49.12,89.5,False,8.5,-110.0,1.910,50.76,42.13,True,-8.5,-110.0,1.910,49.24,57.87,False
0,nfl.g.20220102017,2022-01-02-08:00,Jacksonville,New England,"-17.5, O/U 41.5",41.5,53.43,70.84,-110.0,1.910,True,41.5,46.57,29.16,-110.0,1.910,False,725.0,8.150,82.03,1.63,False,-1200.0,1.080,17.96,98.37,True,17.5,-110.0,1.910,24.19,29.41,False,-17.5,-110.0,1.910,75.81,70.59,True
0,nfl.g.20220102018,2022-01-02-08:00,Carolina,New Orleans,"-7, O/U 36.5",36.5,41.7,71.84,-110.0,1.910,False,36.5,58.3,28.16,-110.0,1.910,True,250.0,3.500,33.12,7.32,False,-300.0,1.330,66.88,92.68,True,7,-110.0,1.910,65.9,51.09,False,-7,-110.0,1.910,34.1,48.91,True
0,nfl.g.20220102020,2022-01-02-08:00,Tampa Bay,NY Jets,"-14.5, O/U 47.5",47.5,80.92,66.87,-110.0,1.910,True,47.5,19.08,33.13,-110.0,1.910,False,-1100.0,1.090,97.52,93.94,True,725.0,8.250,2.47,6.06,False,-14.5,-110.0,1.910,90.02,85.47,False,14.5,-110.0,1.910,9.98,14.53,True
0,nfl.g.20220102024,2022-01-02-08:00,Denver,LA Chargers,"-8, O/U 45",45,53.99,60.57,-110.0,1.910,True,45,46.01,39.43,-110.0,1.910,False,300.0,4.000,37.11,12.71,False,-375.0,1.260,62.88,87.29,True,8,-115.0,1.870,39.25,40.33,False,-8,-105.0,1.950,60.75,59.67,True
0,nfl.g.20220102025,2022-01-02-08:00,Houston,San Francisco,"-13.5, O/U 44.5",44.5,57.32,82.97,-110.0,1.910,False,44.5,42.68,17.03,-110.0,1.910,True,425.0,5.300,,6.76,False,-600.0,1.170,,93.24,True,13.5,-110.0,1.910,56.95,49.35,False,-13.5,-110.0,1.910,43.05,50.65,True
0,nfl.g.20220102026,2022-01-02-08:00,Detroit,Seattle,"-8.5, O/U 40.5",40.5,68.95,70.43,-115.0,1.870,True,40.5,31.05,29.57,-105.0,1.950,False,350.0,4.500,40.53,6.51,False,-450.0,1.220,59.47,93.49,True,8.5,-110.0,1.910,64.39,65.46,False,-8.5,-110.0,1.910,35.61,34.54,True
0,nfl.g.20220102028,2022-01-02-08:00,Philadelphia,Washington,"-6, O/U 45",45,64.85,67.79,-110.0,1.910,False,45,35.15,32.21,-110.0,1.910,True,-250.0,1.410,80.54,77.22,True,200.0,3.000,19.46,22.78,False,-6,-110.0,1.910,67.44,70.54,False,6,-110.0,1.910,32.56,29.46,True
0,nfl.g.20220102033,2022-01-02-08:00,LA Rams,Baltimore,"-7, O/U 46.5",46.5,91.57,67.83,-110.0,1.910,False,46.5,8.43,32.17,-110.0,1.910,True,-275.0,1.350,86.4,85.63,True,230.0,3.300,13.6,14.37,False,-7,-110.0,1.910,84.02,80.68,False,7,-110.0,1.910,15.98,19.32,True
0,nfl.g.20220103023,2022-01-03-08:00,Cleveland,Pittsburgh,"-1, O/U 43.5",43.5,66.33,59.9,-110.0,1.910,False,43.5,33.67,40.1,-110.0,1.910,True,-115.0,1.850,60.24,38.95,False,100.0,2.000,39.76,61.05,True,1,-115.0,1.870,63.43,47.0,False,-1,-105.0,1.950,36.57,53.0,True
0,nfl.g.20220108007,2022-01-08-08:00,Kansas City,Denver,"-11, O/U 37.5",37.5,42.42,72.82,-275.0,1.370,True,37.5,57.58,27.18,210.0,3.150,False,-550.0,1.180,90.73,95.01,True,400.0,5.000,9.27,4.99,False,-11,-110.0,1.910,79.66,73.85,False,11,-110.0,1.910,20.34,26.15,True
0,nfl.g.20220108021,2022-01-08-08:00,Dallas,Philadelphia,"-6.5, O/U 33.5",33.5,79.59,74.32,-450.0,1.220,True,33.5,20.41,25.68,350.0,4.500,False,-275.0,1.360,87.25,80.58,True,225.0,3.250,12.75,19.42,False,-6.5,-110.0,1.910,68.24,55.87,True,6.5,-110.0,1.910,31.76,44.13,False
0,nfl.g.20220109001,2022-01-09-08:00,New Orleans,Atlanta,"-4.5, O/U 40",40,77.43,85.08,-110.0,1.910,True,40,22.57,14.92,-110.0,1.910,False,-225.0,1.470,67.16,59.57,True,175.0,2.750,32.84,40.43,False,-4.5,-110.0,1.910,50.74,45.6,True,4.5,-110.0,1.910,49.26,54.4,False
0,nfl.g.20220109002,2022-01-09-08:00,NY Jets,Buffalo,"-15.5, O/U 42.5",42.5,87.77,88.73,-110.0,1.910,False,42.5,12.23,11.27,-110.0,1.910,True,750.0,8.500,50.37,6.55,False,-1200.0,1.080,49.64,93.45,True,15.5,-110.0,1.910,47.96,53.36,False,-15.5,-110.0,1.910,52.04,46.64,True
0,nfl.g.20220109005,2022-01-09-08:00,Cincinnati,Cleveland,"-6.5, O/U 37.5",37.5,72.95,90.85,-110.0,1.910,False,37.5,27.05,9.15,-110.0,1.910,True,225.0,3.250,78.69,19.03,False,-275.0,1.360,21.32,80.97,True,6.5,-110.0,1.910,57.61,73.4,True,-6.5,-110.0,1.910,42.39,26.6,False
0,nfl.g.20220109008,2022-01-09-08:00,Green Bay,Detroit,"-4, O/U 44.5",44.5,71.77,82.65,-110.0,1.910,True,44.5,28.23,17.35,-110.0,1.910,False,-200.0,1.500,94.47,88.47,False,165.0,2.650,5.54,11.53,True,-4,-110.0,1.910,71.83,78.29,False,4,-110.0,1.910,28.17,21.71,True
0,nfl.g.20220109013,2022-01-09-08:00,LA Chargers,Las Vegas,"-3, O/U 49.5",49.5,64.89,74.49,-110.0,1.910,True,49.5,35.11,25.51,-110.0,1.910,False,-165.0,1.600,40.38,70.94,False,140.0,2.400,59.62,29.06,True,-3,-115.0,1.870,39.99,58.54,False,3,-105.0,1.950,60.01,41.46,True
0,nfl.g.20220109014,2022-01-09-08:00,San Francisco,LA Rams,"-3.5, O/U 46.5",46.5,89.05,75.13,-110.0,1.910,True,46.5,10.95,24.87,-110.0,1.910,False,155.0,2.550,56.54,22.4,True,-185.0,1.550,43.47,77.6,False,3.5,-110.0,1.910,58.32,49.45,True,-3.5,-110.0,1.910,41.68,50.55,False
0,nfl.g.20220109015,2022-01-09-08:00,New England,Miami,"-5.5, O/U 41",41,93.41,90.54,-110.0,1.910,True,41,6.59,9.46,-110.0,1.910,False,-275.0,1.370,76.25,87.37,False,220.0,3.200,23.75,12.63,True,-5.5,-110.0,1.910,75.58,62.84,False,5.5,-110.0,1.910,24.42,37.16,True
0,nfl.g.20220109016,2022-01-09-08:00,Chicago,Minnesota,"-3.5, O/U 44.5",44.5,66.37,72.1,-110.0,1.910,True,44.5,33.63,27.9,-110.0,1.910,False,150.0,2.500,13.17,16.3,False,-185.0,1.540,86.83,83.7,True,3.5,-110.0,1.910,11.52,46.45,False,-3.5,-110.0,1.910,88.48,53.55,True
0,nfl.g.20220109019,2022-01-09-08:00,Washington,NY Giants,"-6, O/U 36.5",36.5,71.94,90.5,-110.0,1.910,False,36.5,28.06,9.5,-110.0,1.910,True,-250.0,1.410,41.17,89.53,True,200.0,3.000,58.83,10.47,False,-6,-110.0,1.910,73.38,61.51,True,6,-110.0,1.910,26.62,38.49,False
0,nfl.g.20220109022,2022-01-09-08:00,Seattle,Arizona,"-5.5, O/U 48.5",48.5,72.61,63.88,-110.0,1.910,True,48.5,27.39,36.12,-110.0,1.910,False,190.0,2.900,21.15,14.31,True,-225.0,1.440,78.84,85.69,False,5.5,-110.0,1.910,50.38,43.22,True,-5.5,-110.0,1.910,49.62,56.78,False
0,nfl.g.20220109027,2022-01-09-08:00,Carolina,Tampa Bay,"-11, O/U 43.5",43.5,,,-110.0,1.910,True,43.5,,,-110.0,1.910,False,425.0,5.300,,,False,-600.0,1.170,,,True,11,-110.0,1.910,,,False,-11,-110.0,1.910,,,True
0,nfl.g.20220109030,2022-01-09-08:00,Indianapolis,Jacksonville,"-14.5, O/U 43.5",43.5,80.58,73.99,-110.0,1.910,False,43.5,19.42,26.01,-110.0,1.910,True,-1200.0,1.080,59.89,94.23,False,750.0,8.500,40.1,5.77,True,-14.5,-110.0,1.910,41.48,54.7,False,14.5,-110.0,1.910,58.52,45.3,True
0,nfl.g.20220109033,2022-01-09-08:00,Pittsburgh,Baltimore,"-3, O/U 41",41,60.28,74.0,-110.0,1.910,False,41,39.72,26.0,-110.0,1.910,True,135.0,2.350,63.78,26.09,True,-165.0,1.610,36.22,73.91,False,3,-120.0,1.830,77.18,61.11,True,-3,100.0,2.000,22.82,38.89,False
0,nfl.g.20220109034,2022-01-09-08:00,Tennessee,Houston,"-10.5, O/U 42.5",42.5,60.72,82.69,-110.0,1.910,True,42.5,39.28,17.31,-110.0,1.910,False,-600.0,1.170,73.34,89.49,True,425.0,5.250,26.66,10.51,False,-10.5,-110.0,1.910,79.18,61.52,False,10.5,-110.0,1.910,20.82,38.48,True
0,nfl.g.20220908014,2022-09-08-06:00,Buffalo,LA Rams,"-2.5, O/U 51.5",51.5,,,-110.0,1.910,False,51.5,,,-110.0,1.910,True,-135.0,1.750,43.38,51.55,True,110.0,2.100,56.63,48.45,False,-2.5,-110.0,1.910,48.78,32.58,True,2.5,-110.0,1.910,51.22,67.42,False
