match_id,home,away,home_score,away_score,market,line,side,period,avg_odds,n_bookies
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,2.50,over,ft,2.363,3
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,2.50,under,ft,1.593,3
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,15.50,over,ft,1.03,1
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,15.50,under,ft,8.25,1
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,16.50,over,ft,1.08,1
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,16.50,under,ft,6.07,1
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,17.50,over,ft,1.147,4
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,17.50,under,ft,4.478,4
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,18.00,over,ft,1.155,4
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,18.00,under,ft,4.195,4
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,18.50,over,ft,1.298,4
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,18.50,under,ft,3.447,4
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,19.00,over,ft,1.328,4
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,19.00,under,ft,3.237,4
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,19.50,over,ft,1.445,4
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,19.50,under,ft,2.72,4
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,20.00,over,ft,1.495,4
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,20.00,under,ft,2.535,4
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,20.50,over,ft,1.62,5
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,20.50,under,ft,2.252,5
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,21.00,over,ft,1.683,6
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,21.00,under,ft,2.177,6
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,21.50,over,ft,1.738,9
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,21.50,under,ft,2.068,9
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,22.00,over,ft,1.881,7
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,22.00,under,ft,1.917,7
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,22.50,over,ft,1.989,9
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,22.50,under,ft,1.806,9
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,23.00,over,ft,2.134,7
rcC7Gt66,Muchova K.,Mboko V.,2,2,ou,23.00,under,ft,1.709,7
